OrderID,CustomerID,ProductName,Brand,Raw_Weight,Country,OrderDate,UnitPrice,Month,Year
REC-960717,10825,Nussknacker - Vollmilchschokolade,AldiChoceurWIHA,100 g,Germany,2024-11-14,17.65,November,2024
REC-419467,10902,KIDDYLICIOUS Fruity Bakes - Fraise - 132g (6x1p,Notknown,Subjective,France,2024-12-28,9.45,December,2024
REC-452442,7269,Avoine Sésame,Bjorg,130 g,France,2025-09-19,1.73,September,2025
REC-509111,12895,Grany - Envie de nuts,LU,120 g,France,2024-11-16,10.33,November,2024
REC-861734,13306,Tortilla Pops Finement Salé,NA  NATURE ADDICTS,80 g,France,2025-04-06,10.74,April,2025
REC-829105,5207,Rice cracker paprika,Nature Addict,85g,Belgium,2025-07-25,22.83,July,2025
REC-493714,14354,Serrano cholli & yucatan honey,Manomasa,Subjective,United Kingdom,2024-07-26,21.16,July,2024
REC-153078,6011,Tablette Noir noisettes et amandes pilées,KROKOLA Merveilles du Monde,100 g,France,2025-01-30,24.49,January,2025
REC-706672,12786,Crunchy Nut Clusters Chocolate,Kelloggs,400g,United Kingdom,2025-03-03,3.1,March,2025
REC-685498,8754,gaufrette fourrée chocolat & cacahuètes,Leka,Subjective,Morocco,2026-01-13,6.75,January,2026
REC-879107,12887,Multigrain Crackers,Savour Bakes,170 g,United Kingdom,2025-02-02,12.53,February,2025
REC-257477,7630,Mars,Mars,51g,France,2025-08-28,3.51,August,2025
REC-434589,14272,Swiss Chocolate Extra Fine Dark,Marks  Spencer,125g,France,2024-02-22,23.57,February,2024
REC-703352,7013,Marylands Chocolate Chip Cookies,Notknown,200 g,France,2024-12-23,21.66,December,2024
REC-254549,8129,Chocolate Sea Salt,RXBAR,1 bar (52g,United States Of America,2025-03-23,18.0,March,2025
REC-628296,9593,Spiced biscuits,Coppenrath Feingebck GmbHFavorina,600g,Czech Republic,2024-12-21,13.18,December,2024
REC-193233,14468,Galletas saladas,Snack Day,350 g,France,2024-05-18,2.14,May,2024
REC-850368,6790,Goûters REM Parfum chocolat,REM,375g,France,2025-10-25,11.65,October,2025
REC-933080,12622,Galettes Au bon beurre,St Michel,260 g (2 * 130 g,France,2024-05-27,7.94,May,2024
REC-913337,13934,Minizza Tomate& Herbes de Provence,Belin,85 g,France,2025-04-14,17.55,April,2025
REC-910565,11429,G BUBBLIZZ LUTTI,Lutti,250 g,France,2025-02-01,24.36,February,2025
REC-562771,5914,Chips,Lays Lays,150 g,France,2025-02-15,14.61,February,2025
REC-719058,13917,Moelleux tout chocolat Sans Sucres,Gerbl,196 g,France,2024-11-25,18.92,November,2024
REC-226430,14705,Snack poppé saveur paprika,TooGood,85 g,France,2025-04-12,20.76,April,2025
REC-258752,7496,Tablette BIO dégustation - Chocolat noir Pérou 85% - 100g,Ivoria,Subjective,Belgium,2024-07-03,3.31,July,2024
REC-828897,10760,Madeleines longues - Perles de sucre,Le Ster le ptissier,250 g (20 unités de 12.5 g,France,2025-04-30,23.36,April,2025
REC-156780,12886,Petit beurre 200g,U,200 g,France,2025-07-31,12.21,July,2025
REC-680048,10169,Baguettes viennoises complètes sans sucres ajoutés 340g,La Boulangre,340 g,France,2025-06-16,2.84,June,2025
REC-596232,6208,Wrigley's Extra Peppermint,Wrigleys,60 pieces,United Kingdom,2025-10-07,4.26,October,2025
REC-434376,13775,Finest Scottish Shortbread Fingers,Tesco,165 g,France,2025-06-09,24.77,June,2025
REC-594932,6953,Penguin Biscuit Bar,McVities,24.6 g,France,2026-01-15,7.85,January,2026
REC-537235,6113,Sante Baton Proteinowy Go On Kakaowy,Go On,50 g,France,2025-07-03,16.13,July,2025
REC-508467,8482,Oreo,Oreo,154g,Czech Republic,2024-07-27,9.59,July,2024
REC-654088,13672,Granola L'original,Notknown,400 g (2 * 200 g,France,2024-12-28,15.23,December,2024
REC-645643,9941,Lait Praliné Double Lait,Cte dOr,200 g,France,2026-01-13,17.37,January,2026
REC-972955,13466,Bonbons Tic Tac x110 pastilles MENTHE - 54g,FerreroMixteTIC TAC,54 g,France,2025-04-18,11.46,April,2025
REC-719828,9191,"Kinder pingui gouter frais genoise avec chocolat noir extra, fourree lait et cacao t8 pack de 8 etuis",FerreroKinder,240 g,Belgium,2025-10-06,9.45,October,2025
REC-307113,14480,Protein Salted Caramel Nut,Nature Valley,160g,France,2024-05-19,22.71,May,2024
REC-939640,13338,gullon Hearts of Cereal Breakfast,Gulln,220g,France,2024-09-12,4.79,September,2024
REC-869798,10742,Muesli & Raisin Cookies 185g,Florb,Subjective,Cape-Verde,2024-11-29,23.07,November,2024
REC-388806,9124,Barritas de cereales muesli con avellanas y almendras,Notknown,150 g (6 x 25 g,Spain,2024-04-03,18.83,April,2024
REC-677939,10397,Peanut Butter Pretzels,Kirkland Signature,55 oz,Canada,2024-08-30,11.06,August,2024
REC-840350,5585,Sablés Normands,Carrefour Reflets de France,175 g,France,2024-11-05,19.56,November,2024
REC-504534,11496,LOTUS Gaufre de Liège Chocolat au lait 363g (7x1p,Notknown,363 g,France,2024-11-20,8.44,November,2024
REC-794582,11106,Palomitas pipocas microondas Sal,Hacendado,270 g,Spain,2024-02-06,10.02,February,2024
REC-878514,12336,Milka oréo,Milka,100g,France,2025-03-10,5.3,March,2025
REC-595830,12601,Curvies original gluten free,Arvid Nordquist Norge AS Schr,170g,France,2025-05-20,23.91,May,2025
REC-455521,10167,Hand Cooked Lightly Salted Potato Crisps,Specially Selected,6 Bags 25g Each,United Kingdom,2024-08-24,17.58,August,2024
REC-429007,7146,Cashew Nuts Unsalted (Anacardos sin sal,Snacks of The World,150 g,France,2025-08-30,20.33,August,2025
REC-968440,11725,Süßkartoffel Pommes,Harvest Basket,500 g,Czech Republic,2024-10-24,10.6,October,2024
REC-658069,12892,Tartines craquantes sarrasin,Carrefour BIO Carrefour,150 g (2 x 75 g,France,2025-11-29,8.5,November,2025
REC-460238,12624,Sour cream & onion flavour potato chips,Popchips,5 x 17 g,United Kingdom,2025-09-29,1.44,September,2025
REC-154663,6202,Hummus bites tomato and basil,Snaktastic,135g,United Kingdom,2025-03-07,15.06,March,2025
REC-661977,5994,Linsen Chips Paprika Style,funnyfrisch,90g,Germany,2024-12-21,14.74,December,2024
REC-418798,5047,Tartines craquantes au blé complet 250g,U,250 g,France,2025-09-02,17.34,September,2025
REC-620407,12251,Brioche Muffin x 5 250g,La Boulangre,250 g,France,2024-04-26,14.1,April,2024
REC-256282,9339,"Chocolat noir, Éclats d'amandes grillées & pointe de sel",Fairglobe Way to go Lidl,180g,France,2025-02-08,6.3,February,2025
REC-660659,6007,Cookies Classique,Delacre,136g,France,2024-11-22,1.84,November,2024
REC-181038,5373,Almond Cantucci,Crosta  Mollica,Subjective,United Kingdom,2025-09-22,21.88,September,2025
REC-292059,9137,amaretti,Crosta and mollica,140g,United Kingdom,2025-11-19,9.04,November,2025
REC-736619,7858,crispy seaweed thins sea salt,itsu,5G,United Kingdom,2024-11-11,10.74,November,2024
REC-133492,7463,Doritos Goût nature maxi format,Doritos,230 g,France,2026-01-04,14.91,January,2026
REC-705097,7794,St michel - madeleines moelleuses nature x32 sachets individuels - le paquet de 800g,St michel,Subjective,France,2024-07-10,2.4,July,2024
REC-479730,6868,Chips paysanne au sel de Guérande,Brets,125g,France,2025-02-15,17.4,February,2025
REC-222852,7176,Tartines craquantes sarrasin,Jardin bio La Nature,300 g,France,2024-08-05,4.54,August,2024
REC-760733,10245,Chocolat noir caramel pointe de sel,Ethiquable,100 g e,France,2025-10-30,20.8,October,2025
REC-761251,10166,Biscuit petit beurre blé cplt (15) 140g,Biocoop,140 g,France,2025-07-07,24.53,July,2025
REC-520336,11904,Bonbons à l'eucalyptus,AmanieNord Fresh Lidl,300 g,France,2025-06-28,22.54,June,2025
REC-441194,11892,Peanut Chocolate Treat Bag,MMs,82 g,France,2025-07-12,20.25,July,2025
REC-431820,11763,McVitie's Rich Tea Classic 2 x,McVities,600g,France,2025-12-16,11.86,December,2025
REC-393895,11836,Hand-cooked crisp lightly sea salted,Tyrrells,Subjective,France,2024-10-09,5.83,October,2024
REC-687663,5520,Biscoff,Lotus,250g,Austria,2026-01-24,24.3,January,2026
REC-856276,13683,Ficelles Olives Vertes et Noires,Kambly,100 g,France,2025-03-03,5.55,March,2025
REC-735162,5998,Lindet choco swis dark 2yrs prod,Lindt,100 g,France,2025-06-08,15.71,June,2025
REC-867667,12982,Moelleux Multi Céréales,BelVita LU,250 g,Belgium,2024-05-17,14.94,May,2024
REC-410547,12109,Prince - Biscuits fourrés goût chocolat,Lu,3 x 300 g,France,2025-06-17,16.5,June,2025
REC-110068,13414,Milka Tendre au lait,Milka,100 g,France,2025-09-22,2.22,September,2025
REC-919137,7180,Milk Chocolate Truffles,Notknown,200g,Italy,2025-05-26,21.11,May,2025
REC-944870,10506,TIC TAC Fresh Mint,Notknown,18 g,Belgium,2025-05-16,10.46,May,2025
REC-430972,12397,Sunbites. Sal marina.,SunbitesPepsiCo,Subjective,Portugal,2024-03-07,13.67,March,2024
REC-245362,7100,DooWap pépites chocolait ss additif,Barilla Harrys,320 g,France,2025-07-25,4.2,July,2025
REC-345822,6789,Biscuiți cu cremă de cacao,Croco,25g,France,2024-10-02,14.0,October,2024
REC-232705,10631,Sea Salt & Chardonnay Wine Vinegar Crisps,Co Op Coop,150 g,France,2024-07-25,10.2,July,2024
REC-999167,10562,Potato Cakes,Warburtons,6,United Kingdom,2024-11-01,20.4,November,2024
REC-605560,14622,Corn Puffs Star W Cascaval 90G 1 / 20 1.6KG / Box,Star,90g,France,2025-11-14,18.87,November,2025
REC-497922,10153,Pure fresh mentos,Mentos,30 g,Spain,2026-01-24,1.01,January,2026
REC-631891,10835,Dark chocolate,Waitrose,100g,United Kingdom,2025-03-14,12.99,March,2025
REC-692106,13978,Sea Salt Sourdough Flatbreads,Peters Yard,115g,United Kingdom,2025-03-12,1.61,March,2025
REC-630007,9811,Pepite chocolat,Aiguebelle,Subjective,Mexico,2024-04-18,18.09,April,2024
REC-496835,6799,Les Fourrées - Beurre de Cacahuète & Cacao,Funkie,250 g,France,2025-03-05,23.57,March,2025
REC-602078,9849,Barre aux 4 céréales et figue,Marque Repre Graina,126 gr,France,2026-01-29,24.39,January,2026
REC-293057,8530,Pistachios,Alesto,Subjective,United Kingdom,2024-10-04,8.25,October,2024
REC-645951,11187,Major (goût vanille,SADA,Subjective,Morocco,2025-09-04,22.97,September,2025
REC-327669,11185,"Brossard - Savane Mini Dark Chocolate Marble Cakes, 210g (7.5oz",Brossard,210 g,France,2024-03-11,1.94,March,2024
REC-769574,5411,G RICOLA MENTHOL,Ricola,50 g,France,2026-01-22,15.24,January,2026
REC-293254,12395,Biscuits à l'avoine complète nature bio 130g,U U Bio,130 g,France,2024-11-29,11.4,November,2024
REC-706176,14601,P’tit fondant coeur chocolat,Bjorg,180 g,France,2024-06-07,22.13,June,2024
REC-318587,6014,The Best Sea Salted Crisps,Morrisons,Subjective,United Kingdom,2025-08-26,17.01,August,2025
REC-970573,7195,Toffifee weiß,StorckToffifee,125g,Austria,2024-11-20,12.17,November,2024
REC-753812,7220,Tobigo,Notknown,Subjective,Mexico,2024-08-04,17.34,August,2024
REC-415914,9368,Heroes,Cadbury,550g,Russia,2026-01-21,4.14,January,2026
REC-614261,11482,Sweet chilli pepper,Notknown,160g,France,2024-12-10,13.75,December,2024
REC-987997,6921,Organix carrot cake oats bars,Organix,6x23g,United Kingdom,2024-08-18,1.04,August,2024
REC-407145,8361,Crousti’pause choco noisette,Gerbl,Subjective,France,2025-04-08,8.92,April,2025
REC-173883,5736,Natural Original Liquorice 4 Bars,Panda,128 g,France,2024-10-14,15.52,October,2024
REC-296684,7349,Mikrowellen Popcorn salzig,McEnnedy,300 g,France,2024-11-22,8.63,November,2024
REC-781241,14005,Biscuits Complets Avoine et blé Bio,Aachener Zucker und Backwaren Paul Schaeffer Lidl Sondey,"200 g (16 x 12,5 g",France,2025-01-12,11.49,January,2025
REC-813081,14948,Cereal Max Energy Noisette Chocolat,Isostar,3 x 55g,France,2024-08-31,18.24,August,2024
REC-970687,5445,Sticks et bretzels,Carrefour,300 g,Belgium,2024-04-15,8.59,April,2024
REC-467524,12183,Tuiles goût salé,Bouton dor,170 g,France,2025-06-13,20.94,June,2025
REC-863738,14977,Chips saveur Aïoli,Brets,125g,France,2024-03-28,3.28,March,2024
REC-133930,12702,Galleta de mantequilla con tableta de chocolate con leche,Carrefour BIO,150 g,France,2025-10-06,6.06,October,2025
REC-738029,6428,République Dominicaine,Alter Eco,100 g,France,2024-05-18,10.87,May,2024
REC-494728,14742,Werthers Original Drops Sukkerfri 42g,Conaxess trade norway Storck,42g,Austria,2025-12-19,23.71,December,2025
REC-911361,12591,Storck Caramel Popcorn Classic 140g,Notknown,140 g,Austria,2025-05-20,3.98,May,2025
REC-405085,12474,Balisto Miel Amandes x,Balisto,167 g,France,2025-08-24,11.56,August,2025
REC-745432,14538,Bombay mix,Cofresh,Subjective,France,2024-02-29,19.26,February,2024
REC-796803,6353,Barres de Céréales Extra Kellogg's Miel - 4x32g,Kelloggs Extra,128 g,Belgium,2025-08-08,3.24,August,2025
REC-967434,12306,Cashew Cookie Raw Fruit & Nut WholefoodBars,Nakd,4 x 35 g,Ireland,2025-06-04,1.47,June,2025
REC-932107,9651,Schweizer Kräuterbonbon,Ricola,Subjective,Belgium,2024-12-14,1.75,December,2024
REC-907261,6921,Orange Menthe,Ricola,50 g,Belgium,2026-01-03,11.3,January,2026
REC-363549,14703,Choco sticks,MilkaMondelez,112 g,Bulgaria,2024-09-28,16.66,September,2024
REC-528754,5538,Barre Chocolatée Kinder Bueno Chocolat au Lait,Kinder Ferrero Mixte,258 g,France,2025-06-06,18.47,June,2025
REC-383715,8250,Buoni cosi,Galbusera,300 g,France,2025-03-01,16.17,March,2025
REC-128676,5141,MixMax,Balconi,35 g,Belgium,2025-03-09,12.18,March,2025
REC-255895,8185,Tortilla chips chili,General Mills Old El Paso,Subjective,France,2025-04-04,14.58,April,2025
REC-759522,13173,Cheetos Sticks,cheetos,96 g,France,2024-09-21,3.07,September,2024
REC-983695,13103,Sweet & Salty Microwave Popcorn,Butterkist,180g,United Kingdom,2025-09-26,22.25,September,2025
REC-591711,12690,Black's Organic White Chocolate Bar,Green  Blacks,90g,Ireland,2025-10-24,6.79,October,2025
REC-455140,14636,Classic Cream Crackers,Asda,300 g,United Kingdom,2025-12-17,14.99,December,2025
REC-120006,7235,Tartines Craquantes Sarrasin,Le pain des fleurs,300 g,France,2026-01-10,12.02,January,2026
REC-374758,7662,Original Beef Stick,Chomps,32 grams,United States Of America,2025-12-01,15.38,December,2025
REC-396521,14269,Smooth operator milk chocolate,Montezumas,Subjective,United Kingdom,2025-06-18,12.36,June,2025
REC-859689,8866,Chocolat au lait,aiguebelle,100g,Morocco,2025-10-07,3.83,October,2025
REC-958829,5319,Oat Shortbread,walkers,Subjective,United Kingdom,2025-05-18,20.5,May,2025
REC-944705,11585,Sablés Équilibre noisette,Le moulin du pivert,150 g,France,2024-03-03,21.06,March,2024
REC-611391,11450,Chips saveur miel moutarde,Brets,125 g,France,2024-11-06,14.42,November,2024
REC-629653,14007,Hot & Spicy,Pringles Pringles  Kellogg,185g,Germany,2025-06-19,18.85,June,2025
REC-760152,12144,Brioches barre chocolat au lait,Pitch,300 g,France,2024-12-21,5.84,December,2024
REC-661558,8137,Mini Cheddars,Jacobs Jacobs,Subjective,United Kingdom,2025-04-16,14.77,April,2025
REC-735951,7668,sour cream & onion flavour popped potato snacks,popchips,17g,United Kingdom,2025-11-19,8.74,November,2025
REC-484055,9960,Cioccoavena,mulino bianco,270g,Italy,2025-11-13,17.05,November,2025
REC-931515,12914,Nappés lait,Bjorg,150 g,France,2024-02-20,8.51,February,2024
REC-549925,13323,chips saveur barbecue,Lays,Subjective,France,2024-09-04,4.71,September,2024
REC-112650,12566,napolitane,Roshen,Subjective,Argentina,2024-08-27,4.49,August,2024
REC-798251,13055,Pringles Hot Smokin’ BBQ Ribs Flavour,Pringles,160g,France,2024-09-01,17.85,September,2024
REC-991527,11686,Multi-Grain Crackers 6-Seed,Crunchmaster,Subjective,United States Of America,2025-07-11,20.06,July,2025
REC-195320,5374,"Dark chocolate covered pretzels with peppermint pieces, peppermint",Notknown,21g,Brazil,2025-12-27,21.9,December,2025
REC-375991,9334,Chocolat Lait Noisettes entières,Bellarom Fin Carre,200 g,France,2024-05-21,17.03,May,2024
REC-863414,7312,Fette croccanti con sesamo,Notknown,250 gram,France,2024-06-19,23.96,June,2024
REC-923685,8623,Crusti Choc,Fin Carr,100g,France,2025-03-25,24.35,March,2025
REC-544776,14590,Chocolat Dégustation 70% cacao,Notknown,Subjective,France,2025-12-14,6.54,December,2025
REC-930146,5018,Bretzels d’alsace,ancel,Subjective,France,2025-02-26,24.21,February,2025
REC-258443,14933,boudoirs 175g,Brossard,175 g,France,2025-05-05,19.66,May,2025
REC-573438,7233,Haribo pik,Notknown,275 g,France,2025-02-27,9.74,February,2025
REC-504266,11739,Repas Équilibré barre saveur Pomme Framboise,Gerlina,360 g,France,2024-02-23,23.33,February,2024
REC-933430,9785,Sablés framboise sésame,Notknown,150 g,France,2025-03-04,16.62,March,2025
REC-784797,8474,Petit beurre,St Michel,180g,France,2025-11-11,23.98,November,2025
REC-647607,6711,Éclats de fèves de cacao noir,Notknown,100 g,France,2025-01-06,5.6,January,2025
REC-692769,5208,Chocolat noir 80% - Équateur,Kaoka,100 g,France,2025-04-06,16.03,April,2025
REC-847417,12296,L'originale,Brets,30 g,France,2025-01-24,16.19,January,2025
REC-984143,10677,"Crackers Aux graines de courge, lin et sésame",Carrefour,175 g,France,2024-09-10,11.4,September,2024
REC-116729,5649,Chips Pom'Lisse,Marque Repre PomLisse,200 g,France,2025-06-04,16.51,June,2025
REC-118132,14332,Rocher Suchard noir (7 x 35g) 245 g e,SuchardSuchard rocher,245 g,France,2024-07-28,8.23,July,2024
REC-515635,13485,Kinderriegel,FerreroKinder,378 g,Austria,2024-10-05,4.98,October,2024
REC-839852,10772,Lightly Salted Tortilla Chips,CO OP,200 g,France,2025-01-24,9.07,January,2025
REC-899897,5645,M&M's - peanut,Mms Mars Mars Chocolat Mars Chocolat France,500 g,France,2024-10-28,5.71,October,2024
REC-309726,12564,Toasting Muffins,Notknown,256g (4,United Kingdom,2024-12-14,17.9,December,2024
REC-282639,13493,chocolat brownie,Milka,180 g (6 x 30 g,Belgium,2024-08-23,14.82,August,2024
REC-118285,10381,Kinder Bueno Mini,Kinder,108 g,Belgium,2024-11-09,3.97,November,2024
REC-274883,6628,Butterkeks Petit beurre,Schr,165g,France,2026-01-31,11.33,January,2026
REC-463087,7560,Primizie,Notknown,700 g,France,2025-10-17,2.75,October,2025
REC-346480,5746,Crunchy Avena y Miel,Nature ValleyGeneral Mills,210 g (5 x 42 g,Portugal,2026-01-23,20.47,January,2026
REC-629911,8800,Classic,Lays,8 OZ (226.8 g,United States Of America,2025-04-20,8.64,April,2025
REC-835675,10442,Team up,Tiffany,24 g,Morocco,2024-07-04,14.15,July,2024
REC-251464,13903,Gullon cookies,Gulln,Subjective,France,2025-11-24,4.38,November,2025
REC-480076,12318,"Süßes, Schokolade Edelbitter",Aldi ALDI MOSER ROTH Moser Roth,125g,France,2024-05-13,23.89,May,2024
REC-338665,11750,Croc break,Marque Repre Ptit Dli,300g,France,2025-04-09,10.72,April,2025
REC-185822,7896,"Grainéa Abricot barres aux 5 céréales Maîs,Blé, Seigle, Riz x 6 barres",GRAINA,126 g,France,2024-09-21,24.19,September,2024
REC-932820,5437,Tortilla Chips Avocado Guacamole Flavour,Mister Freed,135 g,Germany,2025-05-03,11.2,May,2025
REC-362921,9748,Gewürz-Spekulatius,WintertraumBorggreve,600 g,Germany,2024-11-24,10.28,November,2024
REC-969188,9861,Organic Sea Salt Thin & Crispy Tortilla Chips,Late July,Subjective,United States Of America,2025-09-26,18.56,September,2025
REC-313371,9652,Biscuits Épeautre et Sésame,Carrefour,"170 g (3 x 56,7 g",France,2025-10-19,24.92,October,2025
REC-971893,8711,Tartines grillées craquantes au froment 250g,U,250 g,France,2024-09-15,22.74,September,2024
REC-290308,14599,Sour Watermelon,Candy Kittens,140 g,United Kingdom,2024-07-25,12.79,July,2024
REC-439794,12701,Schokolade Halbbitter,Ritter Sport,100g,Germany,2025-07-28,4.13,July,2025
REC-263925,13938,Crunchips Paprika,Notknown,150g,Germany,2025-12-28,22.38,December,2025
REC-295417,13481,Cacao NOIR,Carrefour,80 g,France,2024-04-26,8.96,April,2024
REC-498452,13496,NESTLE FITNESS Cocoa Protein Bar Multipack,Nestl Nestle fitness no added sugar protein cocoa Nestle,4 x 20 g,Germany,2025-10-25,17.27,October,2025
REC-554259,11314,Mikado,Glico LU Mikado Mondelez,100 g,France,2025-09-04,14.02,September,2025
REC-881519,7304,Nocciolata,Rigoni di Asiago,250 g,France,2025-02-17,24.26,February,2025
REC-596684,7736,Dark milk chocolate with blood orange,Marks  Spencer,100g,United Kingdom,2024-08-01,12.48,August,2024
REC-577588,8792,Original Saltine Crackers,Premium,1 lb,United States Of America,2025-09-09,1.92,September,2025
REC-266020,6846,Cinnamon Brown Sugar Breakfast Biscuits,belVita,1.76oz,France,2025-02-10,24.67,February,2025
REC-772267,11957,Organic Tortilla Chips,Notknown,40 oz,United States Of America,2024-04-29,2.18,April,2024
REC-364543,8627,Bastoncini salati,Snack day,250g,France,2025-04-25,9.22,April,2025
REC-308580,10938,Nature Tortilla,Snack Day,300 g,France,2026-02-04,1.86,February,2026
REC-951803,10221,pains au lait,Les PtissadesAldi,400 g,Canada,2025-06-07,23.13,June,2025
REC-113164,6647,Belvita Petit-Déjeuner Original,BelVita LU,400g,Belgium,2024-02-14,11.88,February,2024
REC-862062,8260,Lutti best fizz tubo 550g,Lutti,0.55 kg,France,2024-05-24,14.13,May,2024
REC-641701,11454,Cheetos goût fromage,Cheetos,75 g,France,2025-04-07,6.48,April,2025
REC-540919,11809,Biscuit Cacaoté Fourré Saveur Vanille,Gerbl,176 g,France,2025-08-09,1.28,August,2025
REC-949221,11012,Cookies Chocolat Noisettes,Bonne Maman,225g,Belgium,2024-03-21,8.63,March,2024
REC-616247,5031,Tuiles saveur crème oignon,Bouton dor,170 g,France,2024-04-21,17.58,April,2024
REC-605140,10715,Crackers 3 graines - BIO,Chabrior Regain,200 g,France,2024-07-04,5.8,July,2024
REC-903541,13160,Vico La Classique 400g,Intersnack Vico,400 g,France,2024-10-10,5.18,October,2024
REC-533561,7488,Chocolate Fitness Special K,Nestl,"23,5 g",Belgium,2024-08-18,7.57,August,2024
REC-966633,7264,Noir quinoa soufflé,Alter Eco,100 g e,France,2024-04-03,23.24,April,2024
REC-875560,9194,Lightly sea salted crisps,Coop,150 g,France,2025-03-28,11.63,March,2025
REC-670784,13967,Soreen Malt Loaf 190g,Soreen,190 g,France,2024-02-16,22.19,February,2024
REC-527275,5384,Croissant with Cocoa Filling,DAYS,65 g,Poland,2025-07-04,20.03,July,2025
REC-706193,12973,Belvita Muesli,BelvitaMondelez,300 g,France,2025-09-10,24.89,September,2025
REC-927322,13805,Petit Lu beurre & sel de Guérande,LU,200 g,France,2024-05-07,13.26,May,2024
REC-660478,7220,prince,Lu Mondelez,300g,Belgium,2024-12-28,9.55,December,2024
REC-408670,11847,Leo,Milka,33g,Belgium,2024-08-15,4.32,August,2024
REC-113161,14871,Ferrero Rocher,Ferrero,375 g,Albania,2024-03-30,10.0,March,2024
REC-238315,9290,Magretti,Galbusera,260 g,Italy,2025-11-04,8.89,November,2025
REC-911324,14318,Mix milk,Balconi,1pcs,Belgium,2024-08-04,4.28,August,2024
REC-308966,13284,Mega Duo Doble Cacao,Gulln,500 g,Algeria,2026-01-15,23.66,January,2026
REC-696383,5480,Lays Oven Baked roasted paprika,Lays,150 gram,Belgium,2025-03-11,8.7,March,2025
REC-853198,10142,karamelová pomazánka v lednici,Saveurs de nos rgions,340g,France,2025-06-08,16.86,June,2025
REC-145978,9537,Fig Rolls,lidl,200g,France,2025-04-26,20.88,April,2025
REC-989461,6751,Bio organic,Gulln,170 g,Bulgaria,2025-05-22,13.37,May,2025
REC-725479,5077,Micro Popcorn sare,Chio,80 g,France,2025-08-20,11.83,August,2025
REC-380923,10061,ready salted crisps,By Sainsburys,6 x 25 g,United Kingdom,2024-09-24,19.97,September,2024
REC-809940,12349,Fruit & Seed Oatcakes on the go,Notknown,Subjective,United Kingdom,2024-07-15,1.47,July,2024
REC-749978,14606,Grenada,JD Gross Lidl,100 g,Germany,2024-12-08,9.71,December,2024
REC-435053,8868,Barres Granola au sirop d'érable,Crownfield,252 g (6 x 42g,United Kingdom,2024-05-24,17.17,May,2024
REC-470270,13664,Chicles hierbabuena,Hacendado,100 g,Morocco,2024-05-07,14.23,May,2024
REC-336409,5511,Chips à la crevette,Suzi Wan,50 g,France,2025-02-08,21.26,February,2025
REC-678154,11417,Monster Munch Crazy Goût Crème Oignon,Intersnack Vico,150g,France,2024-09-04,2.7,September,2024
REC-560466,6280,Baked Sea Salt,Walkers,6x22g,United Kingdom,2025-11-04,6.32,November,2025
REC-726977,5560,Muffins,Notknown,Subjective,Morocco,2024-12-30,16.57,December,2024
REC-562193,10067,Lay's Paysanne saveur oignons de Roscoff caramélisé,LAYS Lays,120 g,France,2024-08-22,7.93,August,2024
REC-418321,13314,Paprika,Pringles,185 g,Spain,2024-11-01,10.68,November,2024
REC-624005,12396,Tablette de Chocolat Noir Excellence Pailleté Dentelle,Notknown,100 g,France,2025-03-07,12.36,March,2025
REC-284514,11871,Petit dej’ pepites de chocolat & miel,Gerbl,132 g (3 sachets de 3 biscuits,France,2024-03-06,11.31,March,2024
REC-162086,6398,Chocolat noir 70% cacao,Lidl,6 x 30 g,France,2025-05-23,19.84,May,2025
REC-523299,8641,Roasted Pistachios,The Foodie Market Aldi Aldi The Foodie Market,200g,United Kingdom,2024-04-28,19.76,April,2024
REC-704408,13666,protein bar caramel,Nkd Nakd,45g,United Kingdom,2024-04-01,15.12,April,2024
REC-608717,11578,Rosemary & Sea Salt Flatbread Thins,Rivercote,125 g,United Kingdom,2025-06-07,7.74,June,2025
REC-533848,14633,P'tit Gouter,It,52g,Morocco,2025-02-16,8.4,February,2025
REC-281034,10067,Chocolate and Hazelnut Cake,Shr GlutenFree,180 g,France,2025-08-15,2.59,August,2025
REC-660776,8703,Jammie dodgers raspberry flavour,Notknown,140g,France,2025-03-22,12.88,March,2025
REC-270756,13511,Barre pâtissière aux œufs frais,Notknown,800 g,France,2025-05-30,10.91,May,2025
REC-677323,9539,Excellence Milk Sea Salt Caramel,Lindt,Subjective,Australia,2024-12-25,11.08,December,2024
REC-523713,12802,Rotella,Haribo,300g,France,2025-03-29,3.18,March,2025
REC-480368,11259,Galettes au bon beurre,St Michel,520 g,France,2024-08-04,6.25,August,2024
REC-213646,6733,La madeleine Bio,Bjorg,225 g,France,2024-10-12,10.37,October,2024
REC-718928,7499,Cookies bio quinoa pépites chocolat paquet de 175g,Notknown,175 g,France,2025-05-25,6.35,May,2025
REC-770218,10206,Brioche tressée pur beurre 800g,La boulangre,800 g,France,2025-05-29,3.56,May,2025
REC-684462,9477,Chips paysannes nature,Marque Repre PomLisse,150 g,France,2025-08-28,13.38,August,2025
REC-358374,11840,Petit beurre nature,Bisson,150 g,France,2024-08-14,19.31,August,2024
REC-357252,5798,Chocolat noir Gingembre confit,ethiquable,100 g,France,2025-02-07,13.89,February,2025
REC-746500,6227,Milchschnitte,Kinder Ferrero,140 g (5x28g,Austria,2025-12-19,14.87,December,2025
REC-441814,12186,G SKITTLES SACHET,Mars norge as,Subjective,Bulgaria,2025-12-25,15.89,December,2025
